asset,diff_native_20250325,diff_native_20250326,diff_native_20250327,diff_native_20250328,diff_native_20250329,diff_native_20250330,diff_native_20250331,diff_native_20250401,diff_native_20250402,diff_native_20250403,20250402,diff_native_20250404,diff_native_20250405,diff_native_20250406,diff_native_20250301,diff_native_20250407,diff_native_20250408,diff_native_20250409,diff_native_20250410,diff_native_20250411,diff_native_20250412,diff_native_20250414,diff_native_20250413,diff_native_20250131,diff_native_20250415,diff_native_20250416,diff_native_20250422,diff_native_20250423,diff_native_20250424,diff_native_20250427,diff_native_20250426,diff_native_20250425,diff_native_20250428,diff_native_20250429,diff_native_20250430,diff_native_20250501,diff_native_20250505,diff_native_20250506,diff_native_20250507,diff_native_20250508,diff_native_20250509,diff_native_20250510,diff_native_20250511,diff_native_20250512,diff_native_20250513,diff_native_20250514,diff_native_20250515,diff_native_20250518,diff_native_20250519,diff_native_20250520,diff_native_20250521,diff_native_20250522,diff_native_20250525,diff_native_20250523,diff_native_20250524,diff_native_20250526,diff_native_20250527,diff_native_20250531,diff_native_20250530,diff_native_20250610,diff_native_20250611,diff_native_20250612,diff_native_20250613,diff_native_20250615,diff_native_20250614,diff_native_20250616,diff_native_20250617,diff_native_20250618,diff_native_20250529,diff_native_20250528,diff_native_20250619,diff_native_20250620
CKB,25385.742769546807,25385.742769546807,25385.742769546807,22203.07187253982,25386.362682543695,23140.36133054644,25386.760522544384,26362.799998544157,25387.354475539178,25387.784875541925,25387.354475539178,22932.11985053867,31065.977850537747,25387.702667538077,22913.400329541415,31482.958729539067,25386.684786539525,25386.50869654119,27284.30670453981,27284.30670453981,27284.30670453981,24534.30670454353,27284.30670453981,26775.226743876938,24534.30670454353,24897.94270454347,25745.140909545124,25745.140909545124,25745.140909545124,25744.332021541893,25744.332021541893,25745.140909545124,25744.332021541893,25744.332021541893,25743.95914054662,25743.95914054662,25745.64442629367,25745.64442629367,25745.64442629367,22408.593344293535,22408.593344293535,25744.77564328909,25742.90682728961,25743.22382229194,25742.616714291275,25742.616714291275,25742.616714291275,25741.812750294805,25741.812750294805,25741.812750294805,25741.812750294805,23675.919671289623,25742.50978829339,25743.00717329234,28493.062979292125,25742.50978829339,20289.753882292654,17840.186562288553,20769.425547290593,29177.58111783117,31055.69683883339,31055.696838829663,31055.69683883339,31055.69683883339,31055.696838829663,26054.19578783214,26054.195787828416,25746.022443652153,32262.95787629113,20289.753882288933,25748.113049648702,25748.113049652427
CLV,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,-11906.618943066918,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243,85.67740243
COCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMBO,392.3323540400015,644.5020646199991,644.5020646199991,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,412.29195987999265,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,392.940871430008,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,1.02153185,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,1.02153185,0.985,0.985
COMP,-95.66427447000024,-95.6642744784549,-95.66473034240744,-95.6642769899895,-95.66526106468518,-95.66397287882182,-95.66389379024348,-95.57937135764404,-79.66331344048058,-74.66519903748076,-79.66331344048058,-73.47247794917075,-73.06355070747304,-72.74716050238385,-94.93698646654956,-73.01053774989441,-72.49803494016851,-72.27037093863464,-72.0554740716284,-71.87755864447354,-71.71679337414116,-71.39065839129944,-71.54531538864694,-96.0100834387431,-71.22832043594963,-71.06102843594999,-70.00734007363008,-70.30779370474102,-70.04577189932024,-70.79683496555253,-69.87892781863047,-69.96078045858849,-70.71150184123826,-69.88410703104,-70.32020436457151,-70.3682842370522,-69.98885777591613,-69.81709969658459,-68.72567970088949,-68.62845209452189,-68.2770312933826,-68.45161535225952,-68.13907018222562,-68.23607524011959,-67.52919656561062,-68.0803166513142,-68.01562962831213,-67.79937542127527,-67.73425764492868,-68.00515900218215,-67.16539248915888,-67.54898038190458,-68.0059977053279,-68.12115310844865,-68.06026001054806,-67.69390931438829,-67.63911531188342,-67.91752769931873,-67.47473468931867,-65.15674029072306,-63.34223941072332,-63.34190007072266,-62.82259726072334,-62.95877368072297,-63.29262470072263,-63.7918954107231,-62.52386593072288,-63.00830613072276,-67.52945024219571,-67.58423805094208,-48.53309533072297,-62.93309533072261
COOKIE,-90.75430735669217,-90.69467601232463,-90.61567210810608,-90.73601512759342,-237.41791188390928,-6.7872259806026705,341.32287548092427,341.32287548531895,-52.21983042405918,-6.63095958030317,-52.21983042405918,-6.559524029376917,-6.559524028125452,-6.684878033905989,-6.580679782869993,-147.41927503389888,-147.47512219793862,134.6043699895381,-6.7205131140653975,-6.720513110019965,-6.785723070963286,-6.946201702812687,-6.910313031869009,,2.618378173123346,2.5149479992105626,-7.419073799072066,-7.581952221109532,-7.429222255479544,-92.4831565457862,-7.422241654538084,-7.437952102802228,-92.34942851937376,-8.758676444529556,-8.706162961403606,-7.641472508898005,-7.295680981624173,-6.949415516632143,-7.03600734155043,-6.992156408115989,-6.534284886874957,-6.391517552576261,-6.400654741562903,-6.521298722887877,-6.846174243895803,-6.959272389911348,181.79185124236392,262.23304415954044,262.09082003391813,262.0001584129932,-10.23746102664154,-11.51934793079272,-13.657018822035752,-78.75015807250747,23.635003912087996,-186.12488291959744,-16.307120372657664,-16.64380098041147,-16.585879567137454,-16.36109884013422,36.52999804995488,-201.66010360000655,-184.81689980998635,16.291691010119393,-39.139497920055874,115.58697453991044,128.95754034002312,72.04453790001571,-16.812763834837824,-16.19007822079584,-4.5882337600342,88.65971549000824
CORE,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-23.536648999999898,-23.536648999999898,-74.5259299999999,-0.3780199999999922,-0.3780199999999922,-0.3780199999999922,-0.6002260000000206,-0.6002260000000206,-0.5913760000000821,-0.6733699999999772,-0.6665000000000418,-0.6665000000000418,-5.411056000000826,-5.5460800000000745,-5.545689999999922,-5.545689999999922,-5.63568999999984,-5.63568999999984,-5.63568999999984,-5.63568999999984,-5.671800000000076,-6.1815090000000055,-6.1815090000000055,-6.1815090000000055,-6.1815090000000055,32.32292099999995,-6.205526000000191,32.32292099999995,-6.205526000000191,-6.205526000000191,-6.205526000000191,-6.226959999999963,-6.226959999999963,-6.226959999999963,-6.226959999999735,-6.226959999999963,-6.226959999999735,-6.226959999999735,-6.226959999999963,-6.272449999999935,-6.27245000000039,-6.272449999999935,-6.226959999999963,-6.226959999999963,-6.27245000000039,-6.27245000000039
COS,5918.223393701017,5918.223393701017,5918.223393699154,5918.223393699154,5918.223393699154,5918.223393699154,5918.223393699154,5918.223393699154,5918.223393701017,5918.223393699154,5918.223393701017,10913.223393699154,10913.223393699154,10913.223393699154,12360.47259869799,5918.223393699154,5918.292271699756,5918.200156699866,2254.1060736998916,5918.206073699519,5918.206073699519,5918.130777440965,5918.116070698947,6933.510920180008,5918.1307774391025,5918.1307774391025,20809.330777442083,5918.230777440593,5918.23077743873,5918.230777440593,5918.230777440593,5918.230777440593,5918.23077743873,5918.23077743873,5918.23077743873,5918.230777440593,9982.59093124047,9982.59093124047,9982.590931238608,5918.164382239804,6821.664382241666,5918.228434242308,5918.326719241217,8704.7843192406,8704.784319238737,8704.7843192406,5918.289292238653,5918.212475240231,5918.305259238929,5918.305259238929,5918.305259238929,5918.305259240791,5918.305259240791,5918.305259238929,5918.305259238929,5918.305259238929,2787.023852240294,3778.523852238432,3778.523852240294,11462.97723324038,11462.97723324038,11462.97723324038,11462.97723324038,11462.97723324038,11462.97723324038,11462.97723324038,11462.97723324038,6469.740442242473,3778.523852240294,3778.523852238432,5918.58919724077,5918.58919724077
COTI,-21605.94347909745,-21606.819481098093,-21606.24058209732,-21944.325993097387,-21606.73149009794,-21607.883408578113,-21609.18053457793,-21608.033630577847,-21607.050790578127,-21607.078289577737,-21607.050790578127,-21273.322082578205,-21273.322082578205,-21608.71498957742,-21622.974896207452,-21309.69024711754,-21611.239720118232,-21611.844423118047,-21571.35333011765,-21571.35333011765,-21571.35333011765,-21571.672701117583,-21571.35333011765,-22294.64967952948,-20981.19494711701,-21571.488849657588,-21571.354319567792,-21571.516736357473,-21190.516736357473,-21569.36442291737,-21570.692175357603,-21190.516736357473,-21717.45637191739,-21569.303645917214,-21569.708812917583,-21569.002718917098,-21569.17176691722,107195.56890608184,106806.15934608223,107194.78187108226,107195.83324808162,107196.0337700816,107194.88424008152,107196.05410788208,107194.19209488202,107193.85303788166,107192.74028788228,107655.31014041135,107195.98408341222,107196.71346641146,107196.71346641146,107197.4810394114,106836.26804341096,107011.78804341238,106836.26804341096,107197.05162041169,107233.23762041236,107230.88651841228,107232.33526741248,107285.6582881324,107339.25598813128,106729.75665713196,107337.75156113131,107337.75156113131,107337.75156113131,107337.75156113131,-21416.8484388683,-21063.64136134833,107393.2527424125,107072.97684041224,-21417.03836134728,-21417.03836134821
COW,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.917551020000246,-5.9126510199930635,-5.917551020000246,-5.9126510199930635,-5.9126510199930635,-5.9126510199930635,86.57434898000065,-5.9126510199930635,-56.08879602000525,-56.08879602000525,-56.08879602000525,-56.08879602000525,-56.08879602000525,-5.888796019993606,-5.9233180199953495,-5.647857020005176,-5.888796019993606,-5.888796019993606,-5.826096020005934,-5.864723020007659,-5.864723020007659,-5.695780019996164,-5.793823020008858,-5.793823020008858,-5.695780019996164,-5.695780019996164,-5.595880019995093,-5.595880019995093,-5.595880019995093,-5.595880019995093,-5.595880019995093,30.840483980005956,50.064628979998815,50.064628979998815,-5.6040340199979255,-5.6040340199979255,-5.6040340199979255,-5.6040340199979255,-5.6040340199979255,-5.6040340199979255,-5.6040340199979255,-5.667913020006381,-45.881838019995485,-5.928111020002689,33.98553697999887,33.98553697999887,33.98553697999887,33.98553697999887,33.98553697999887,33.98553697999887,33.98553697999887,993.9855369799988,7.116036979998171,7.116036979998171,7.116036979998171,7.116036979998171,7.116036979998171,7.116036979998171,7.116036979998171,7.116036979998171,33.98553697999887,33.98553697999887,7.116036979998171,7.116036979998171
CPOOL,,,,,,,,,,,,,,,,0.0,-68.77016293554334,-258.1131389218499,-135.9612075825862,-165.9166972503008,-177.00439288883354,-201.10919181554345,8.623236828134395,,-450.8713594414876,-305.13615465397015,-183.60459905595053,-344.974917190877,-364.81531974556856,-423.1538093799609,-410.0756707179826,-375.2958370025153,-428.96094133524457,-428.95643206266686,-439.4550580235664,-1342.9095709193498,-452.5699950559065,-459.8613124167314,-474.0791641320102,-807.0220098631107,-484.9923349796445,-485.7340193112032,-582.91039777681,-489.4495169625152,-501.0420544047957,-508.178690874076,-510.7144864647416,-713.2207591318875,-518.779186458909,-530.0338943409151,-535.601906370197,-542.2128144571907,-704.1443121499615,-546.8924947273917,-791.5234169014147,-563.0797840679879,-563.8166964468546,-612.7833167251665,-599.271373191441,-230.2365968899685,-1312.5484659400536,-741.3722924100002,-538.9337708500098,-765.0680087100482,-762.9927708400064,-765.9645799599821,-172.8503896300681,-801.3693111799657,-577.6110169343883,-722.4447737418814,-837.2580034200801,-602.7652220199816
CREAM,-26.639894980000008,-30.133764979999796,-30.133764979999796,-30.133764979999796,-30.133764979999796,-30.133764979999796,-25.79176798000026,-25.791767979999804,-25.791767979999804,-28.199980979999964,-25.791767979999804,-28.199980979999964,-28.199980979999964,-28.199980979999964,-26.25659197999994,-28.199980979999964,-26.641930980000325,-26.637965299999905,-26.637665301440848,-26.637665301440848,-26.637665301440848,0.4996284,-26.636165301440997,-23.83774398000014,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.4996284,0.49962840000000003,0.4996284
CRO,-530.4723255522549,-369.2137914621271,-642.46338314889,-688.5976041485555,-380.14369854098186,-380.14369854098186,-6.3107442213222384,-383.31074422132224,-385.2739857779816,-386.1472669448703,-385.2739857779816,-387.1804189295508,-387.1804189295508,-389.45746052404866,114.8018974000588,-345.5454498822801,-480.5454498822801,-480.5454498822801,-268.5454498822801,-346.35460912436247,-346.35460912436247,-348.61435439810157,-347.9760082871653,-319.17082764115185,-348.61435439810157,-348.61435439810157,-349.51433881698176,-349.51433881698176,-145.53515881672502,-349.5143448165618,-200.44589481689036,-349.51434581680223,-349.5142888170667,-349.81428881688043,-349.81428881688043,-600.5078608165495,-725.5548948165961,-736.0466078938916,-372.0741726742126,-375.61809209827334,-375.8682647761889,-375.8682647757232,-376.4263599184342,-376.4263599179685,-571.2745999181643,-483.94757258566096,-486.17776311933994,-213.6960391192697,42.3039608807303,-377.6284709945321,-377.6284949942492,-379.9972455436364,-386.21708516264334,-381.0050994963385,-386.21708516264334,-387.26306977821514,-388.86870361631736,-402.4025106509216,-526.4655980747193,-427.6618595002219,-297.42445450043306,195.33588350005448,69.33588349958882,69.33588349958882,69.33588349958882,-297.42445450043306,-297.42445450043306,499.1532516637817,-388.8687066161074,-388.86870361631736,-299.20786314317957,-299.2078631436452
CRV,91750.71297755884,91753.70956207057,91731.91289094323,91760.88586739532,91737.691458198,91766.61618398096,91718.00302812144,91777.49127819856,91781.3148832746,91785.2277830271,91781.3148832746,91788.93579758424,91792.47783140244,91796.00838477675,91774.44046744856,91799.9522974185,91803.84808342288,91756.4671640976,91833.40034900817,91818.95278846844,91823.1817354851,91781.58235667378,91827.34272204225,91663.22233412087,91806.05356746889,91809.49857093464,91840.64722104475,91872.57041000565,91875.06462796812,91882.02548443493,91879.74778852703,91877.31704747851,91882.95729484176,91885.14994913735,91887.6156323678,91890.1904012718,91941.20210162469,91904.0,-2662.479357814649,-2660.0202384089353,-2657.552634611726,-2618.2639971174067,-2652.968795212102,-2651.046799265314,-2648.919324736926,-2646.6898485842394,-2644.781312619569,-2639.0,-2636.9406594297616,-2634.790519198752,-2632.5307872083504,-2630.1575648488943,-2623.8647795470897,-2628.026084479178,-2625.8637521335622,-2621.950856215554,-2560.807120909565,-2612.398170266417,-2614.300928907818,-758.5537138996879,-1149.4197452196386,-1255.1116493096342,-1254.6150993796764,-1242.1843174597016,-1250.3476689996896,-1242.49853984965,93277.49127808028,93320.0264163002,-2616.2010650284356,-2618.172797761741,93711.87601349025,93314.18044608028
CS,,,,,,,,,-9825.5678,,-9825.5678,,,,,,,,,,,,,,,,,,,-9825.5678,-9825.5678,,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,-9825.5678,,,,-9825.5678,-9825.5678,,
CSPR,-2714.742884903215,-2721.651234956458,-2724.482650008984,-2724.482650008984,-2726.7792751267552,-7072.779275126755,-2729.714401995763,-4371.865883995779,-2731.944827057421,-2733.626020238735,-2731.944827057421,-2733.6262492388487,-2733.6262492388487,-3921.945677238517,-3472.955975983292,-2737.616218239069,-4566.467074238695,-7059.648892238736,2340.351107761264,-2737.616177238524,-2737.616177238524,-2751.903623214923,-2751.903623214923,-2267.216479281895,-3933.183244215325,-2759.674459950067,-2937.2544100275263,-2941.5290068993345,-2946.224560689181,-10418.576686380433,-2979.737932149321,-2946.224560689181,-569516.8130148388,-569560.0084098028,-567718.3521805853,-571793.7504744614,-569642.7902222686,-566291.8406706145,-569665.959106152,-569681.6964905616,-274382.1553881988,-274597.9880013,-204073.38132174689,-204098.16181692295,-206230.5565718692,-203879.40438223255,-206868.15924743935,-205481.51357202604,-203918.39894202535,-205481.5135660265,-205481.50763402693,-206438.42198715173,-207363.4902110938,-207230.34905537215,-207339.96035324785,-207363.52945209295,-207363.52945209295,-207378.27317650057,-209797.02830350024,-207451.21606322937,-207451.21606322937,-207455.00081103295,-203955.00081103295,-207468.84499668516,-207468.84499668516,-207468.77984968387,-207468.77984968387,-207483.83994357847,-207374.75316702016,-209164.83003009297,-207483.83994357847,-207483.83994357847
CTK,469.20112430000154,469.1736163000023,469.1736163000023,469.20112430000154,469.20112430000154,469.20112430000154,469.20112430000154,469.20112430000154,469.1538062999971,469.1538062999971,469.1538062999971,469.1299943000049,469.1299943000049,469.1299943000049,457.1009243000008,480.1912412400052,480.1912412400052,480.1912412400052,480.1912412400052,480.1912412400052,480.1912412400052,480.1890622400024,480.1912412400052,469.3240682999967,480.1890622400024,619.4180622400017,480.2202412400002,480.2202412400002,480.2202412400002,480.2743412400014,480.2743412400014,480.2743412400014,480.2743412400014,421.28557723999984,479.9572062399966,480.0260002399955,577.1805762399963,577.1805762399963,577.1805762399963,480.03988923999714,480.03988923999714,479.97578624000016,479.95354424000107,479.95354424000107,479.95354424000107,479.95354424000107,479.95354424000107,479.95354424000107,479.95354424000107,479.95354424000107,480.0448642400006,480.0448642400006,480.10606224000367,480.10606224000367,480.10606224000367,480.0576752400011,480.0576752400011,479.99011524000525,480.0576752400011,628.6063202400037,628.6063202400037,327.3537102400005,327.3537102400005,327.3537102400005,327.3537102400005,327.3537102400005,277.99727423999866,479.9738742400005,480.0576752400011,480.0576752400011,479.97387424000044,479.9738742400005
CTSI,2195.76287564612,2195.762875644723,2195.6007662698394,2195.3877535694046,2195.3877535694046,2195.817685205373,2195.817685204791,2195.817685204791,2195.4149752438534,1605.789642243879,2195.4149752438534,1604.9749449791852,1604.2918395104352,1604.2918395060117,1600.935456178151,1195.4045723630115,1695.2659543630434,1695.620202411781,1694.9652951852186,1694.9652951883618,1695.057092059869,1695.4479612055002,1695.4479612004943,1649.52101763268,1695.447961204918,1709.699216579902,1697.3087292949203,1697.730604294804,1697.5509167949203,1697.550916794804,1697.550916794804,1697.550916794804,1697.550916794804,1697.550916794804,1697.5509167949203,1697.550916794804,1933.6039023873163,1934.5580039498163,1934.5580039473716,1775.4467758574756,1698.0051254668506,1696.861570776673,1851.8615707773715,1851.8630356185604,1852.0444321029352,2241.103929169476,2241.1039291650523,1698.4805777911097,1545.0023011311423,1545.0023011285812,1545.7732361834496,1908.1964461833704,1908.1964461847672,1908.1964461847672,1908.1964461847672,2301.496124377358,2301.496124377358,2302.4248353122966,2301.4961243747966,1702.6748506450094,1702.6748506450094,1154.8395752049985,1205.3782662049634,1024.438829244813,1154.841970494832,2430.567359944922,2310.5721777150175,2342.7729848149465,2301.4961243747966,2301.496124374913,2357.867905984982,2357.867905984982
CTXC,-9741.911572390003,-9741.911572390003,-9741.911572390003,-9602.57870239002,-9602.57870239002,-9742.441662390018,-9865.116527389968,-9865.116527389968,-9865.116527389968,-9865.116527389968,-9865.116527389968,-9817.03142739,-9817.03142739,-9817.03142739,-9742.50773638999,-9741.604277389995,-9736.143370389997,-9735.191407389995,-9735.191407389995,-9734.797425389988,-9734.286385689978,0.32576793,-9733.45638569002,-9924.21443389001,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793,0.32576793
CVC,698.1546341299982,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,697.7608031300042,712.9046341300127,891.7375441300101,769.5920971300075,769.5920971300075,697.5920971300075,697.5920971300075,697.5920971300075,696.5920971300075,591.2268511300063,862.0029817000031,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.5920971300075,696.2684481300093,696.2684481300093,696.0113051299995,696.0113051299995,696.0113051299995,696.0113051299995,696.0113051299995,696.0113051299995,696.0113051299995,793.4565291300096,793.4565291300096,340.14493712999683,692.5924161300063,795.0485551300226,795.0485551300226,795.0485551300226,795.0485551300226,695.8731321300147,695.8731321300147,695.8731321300147,695.8731321300147,695.8731321300147,994.404745130014,696.6079361300217,696.6079361300217,696.6166361299984,696.6166361300129,696.6166361300129,696.6166361300129,696.6166361299984,696.6166361300129,696.6166361299984,696.6166361299984,697.9666361300187,696.6079361300217,994.404745130014,697.9666361300042,697.9666361300042
CVP,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752,0.00217752
CVX,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-8.74335117999999,-18.010710180000387,-2.1761521800008268,11.10524882000027,-2.1761521800008268,-2.1761521800008268,-2.1761521800008268,20.09120681999957,-2.1770931800001563,-2.1770931800001563,-2.177595180000935,-2.1770931800001563,5.504894820000118,-2.177595180000935,-2.177595180000935,-2.179231179999988,2.0014873500003887,-2.1797526500004096,-2.1797526500004096,-2.1797526500004096,-2.1797526500004096,-2.1797526500004096,-11.815023650000512,-11.815023650000512,-11.815023650000512,-2.1790236499991806,-2.1790236499991806,-2.1790236499991806,-2.1796916500006773,1.5034603499998411,-2.1795036499997877,-2.1795036499997877,-2.1795036499997877,7.044496350000372,7.044496350000372,7.044496350000372,-2.1785036500004935,-2.1785036500004935,-2.178391649999867,-2.178391649999867,-2.178391649999867,-2.178391649999867,-2.178391649999867,-2.178391649999867,-2.178391649999867,-2.178391649999867,-0.4563916499992047,-0.4563916499992047,-0.4563916499992047,-0.4563916500001141,-0.4563916500001141,-0.4563916500001141,-0.4563916500010236,-0.4563916500001141,-0.4563916500001141,-0.4563916500001141,-0.4563916499992047,-0.4563916499992047,-0.4563916499992047,-0.4563916499992047,-0.4563916499992047
CWEB,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744,5192.4744
CYBER,-21.29964260981069,-21.29964261000714,-21.30144757216476,-21.310373351254384,-21.323171813164663,-21.31901317962911,-21.31010586647608,-21.31010587000492,-21.313987095592893,-21.308576634168276,-21.313987095592893,-21.327756326070812,-21.3277563274969,-7.414185252855532,3.034183067975391,-7.4227571827868815,-7.424872179930389,-35.080523950258794,-35.07604244391405,-35.06802700175467,-35.06802699810214,-35.06238613086316,-35.068027000001166,-4.817489230103092,-35.06238613086316,-35.06606273523357,-35.05598674475186,-35.05401729253208,-35.054017288093746,-35.05401729000005,-30035.05401729,-30035.05401729,-35.059021715045674,-35.059021715045674,-35.0590217200006,-35.0590217200006,-35.05751277390664,-35.057512773746566,-35.07366175681818,-35.11519084007159,-35.09933207860013,-35.105229294495075,-35.08855968009448,-35.09476390693453,-35.073208422676544,-35.07814311531547,-35.084570724684454,-35.09507411620871,-35.09595150080713,-7.465887605110765,-7.465887604739692,492.54654953378486,-2.508195512549719,-6.289767206450051,-4.6781157546138274,-0.7751921871167724,0.7700086284457939,7.18245811383531,-6.886249843402766,-27.185217689999263,-2.1932166299957316,-7.552680320004583,7.188548189995345,11.029866860000766,8.006546509990585,13.295193229991128,14.132081820003805,23.17960165999102,3.7696350804908434,2.2938783467252506,-4.4576443700061645,13.373511609999696
