asset,diff_native_20250325,diff_native_20250326,diff_native_20250327,diff_native_20250328,diff_native_20250329,diff_native_20250330,diff_native_20250331,diff_native_20250401,diff_native_20250402,diff_native_20250403,20250402,diff_native_20250404,diff_native_20250405,diff_native_20250406,diff_native_20250301,diff_native_20250407,diff_native_20250408,diff_native_20250409,diff_native_20250410,diff_native_20250411,diff_native_20250412,diff_native_20250414,diff_native_20250413,diff_native_20250131,diff_native_20250415,diff_native_20250416,diff_native_20250422,diff_native_20250423,diff_native_20250424,diff_native_20250427,diff_native_20250426,diff_native_20250425,diff_native_20250428,diff_native_20250429,diff_native_20250430,diff_native_20250501,diff_native_20250505,diff_native_20250506,diff_native_20250507,diff_native_20250508,diff_native_20250509,diff_native_20250510,diff_native_20250511,diff_native_20250512,diff_native_20250513,diff_native_20250514,diff_native_20250515,diff_native_20250518,diff_native_20250519,diff_native_20250520,diff_native_20250521,diff_native_20250522,diff_native_20250525,diff_native_20250523,diff_native_20250524,diff_native_20250526,diff_native_20250527,diff_native_20250531,diff_native_20250530,diff_native_20250610,diff_native_20250611,diff_native_20250612,diff_native_20250613,diff_native_20250615,diff_native_20250614,diff_native_20250616,diff_native_20250617,diff_native_20250618,diff_native_20250529,diff_native_20250528,diff_native_20250619,diff_native_20250620
MDT,-6667.653835729929,-6667.653835729929,-6667.653835729929,-6667.653835729929,-6667.653835729929,-6667.653835729929,-6667.653835729929,-6667.653835729929,-7709.898444989929,-7709.898444989929,-7709.898444989929,-7709.898444989929,-7709.898444989929,-7709.898444989929,-7709.971954619978,-7709.898444989929,-7709.798444989952,-7709.798444989952,-7209.798444989952,-7209.798444989952,-7709.798444989952,-7709.798444989952,-7709.798444989952,-7242.412454620004,-7709.815305990051,-7709.799411989981,-7709.890398990014,-7709.890398990014,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.799411989981,-7709.774011990055,-7709.774011990055,-7709.774011990055,-7709.774011990055,-7709.774011990055,-7709.774011990055,-7709.774011990055,-7120.574011990102,-7709.767111990019,-7709.767111990019,-7709.767111990019,-7709.767111990019,-7709.767111990019,-7709.767111990019,-6519.667111989926,-6519.667111989926,-8240.985048769973,-8240.98504877009,-8240.98504877009,-8945.081093770103,-8945.081093770103,-8945.081093770103,-8945.081093770103,-8945.081093770103,-8943.597533770138,-6519.667111989926,-7709.767111990019,-8943.597533770138,-8943.597533770138
MDX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,
ME,2.33528656999988,2.3356445699996584,2.3356445699996584,4.811117569999624,4.811117569999624,4.811117569999624,4.811117569999624,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,20.462960570000178,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,-9.188882430000376,2.3531115699997827,-9.188882430000376,-9.188882430000376,2.327265570000236,2.327265570000236,2.327265570000236,2.333902570000646,2.333902570000646,2.327265570000236,2.333902570000646,-8.620596429998841,-8.620596429998841,-8.620596429998841,2.329403570000977,2.329403570000977,2.329403570000977,2.329403570000977,-18.587503429999742,-18.587503429999742,2.321269570000368,2.321269570000368,2.321269570000368,2.321269570000368,2.3216045699996357,2.3216045699996357,2.3216045699996357,2.3216045699996357,2.3216045699996357,2.3216045699996357,16.821604569999636,2.3216045699996357,16.821604569999636,16.821604569999636,16.821604569999636,2.3201775699999416,16.821604569999636,-30.958854429999977,-30.958854429999977,2.2862915699997757,-12.08831943000041,-12.08831943000041,-12.08831943000041,-12.08831943000041,-12.088319429999956,-12.088319429999956,16.821604569999636,16.821604569999636,13.6350805699999,13.6350805699999
MEME,5966.412284381688,5965.306815635413,5965.306815635413,5964.931815635413,5962.154471885413,5962.154471885413,5962.154471885413,7921.154471885413,7921.154471885413,31939.981888636947,7921.154471885413,21227.55161113292,7920.62973613292,7919.17661113292,10.61170457676053,7918.28207988292,7916.49301738292,7915.66098613292,7915.16098613292,7916.95786113292,7916.95786113292,993.4891111329198,7917.48911113292,5131.769819911569,993.4891111329198,993.2625486329198,7904.871923636645,7904.43832989037,7899.93637676537,7903.20590800792,7901.79575176537,7899.05161114037,-3296.032373238355,-3295.649560738355,-3295.3683107346296,-3297.3819826096296,7902.44614238292,7902.44614238292,7902.065217383206,7900.475129492581,7900.222150493413,7892.393259242177,7885.637399867177,7886.139352992177,7878.836618609726,7874.024118617177,-5818.528615765274,7862.245751362294,7861.941063862294,7861.230126362294,-4183.959326758981,7860.626610741019,3193.7926263660192,3199.3375482410192,3195.4918451160192,-2326.582373648882,-1702.340186148882,7848.619897596538,7846.690210096538,7845.190853647888,7844.563806407154,4473.6822097972035,7839.93495169282,7328.532087951899,-10020.120520085096,5400.220319494605,7839.9813312888145,24782.149628579617,7850.725366353989,16969.997704476118,-5099.047745227814,-5099.047745227814
MEW,-151291.4229474403,-152349.80283293873,-145297.16035493836,-145480.3534581922,-145651.4660808146,-146957.2136430666,-147097.47146256268,-147213.33787456155,-154708.73828756064,-149471.014208436,-154708.73828756064,-149753.0183221884,-149910.46916281432,-150036.73652218655,-132376.8217778802,-152380.87476769835,-152378.74875519052,-145962.31397393718,-153442.19244894013,-153591.18176331,-153670.07988831028,-153691.5679818131,-153693.27891930938,-140544.2280002702,-153762.78830680996,-153880.7224099338,-153957.57297268882,-138235.48237931356,-154302.33525118977,-139926.1492511928,-154307.6738949418,-154300.99150118604,-139946.68555743992,-154451.76563556492,-154463.5166855678,-154463.11629494652,-154506.0442028232,-149062.0442028232,-149080.567149695,-164752.4044543542,-149386.24330160022,-156214.84604785964,-156242.96286817268,-157254.83575630188,-268936.1289437972,-157911.8190334253,-158029.52700467035,-158169.00938380137,-158187.65542755276,-158237.26862130314,-158278.59166854993,-158718.95030648634,-161749.09189161286,-163389.25490448624,-161726.83165936172,-161876.57982474566,-156615.9382591173,-162051.01339817047,-162051.01339817047,-162330.56988269836,-162329.60641302168,-156288.83431271836,-162362.86187362298,-173277.15256108716,-162414.50175071135,-164131.53619248793,-141601.68532318994,-151095.41578106955,-161990.43886067346,-156668.63854192942,-155738.26182698086,-146279.51973415166
MINA,10063.215152637102,10063.19012563699,10005.19012563699,10356.854654349036,10399.988589649089,10399.988589649089,10396.33460864902,10396.33460864902,10308.238813648932,10563.179202962318,10308.238813648932,10563.179202962318,10683.1323409623,10683.265988462255,9022.601586731733,10683.120162762352,10600.967499762308,10683.087910062284,10971.718561441405,10971.71856144152,10971.68426654127,10971.68426654127,10971.684266541386,6953.616502670804,10971.712019341416,10971.712019381346,11635.0408047784,11772.859544778416,12184.480658141372,12242.180194141343,12300.295866141329,12300.295866141329,12300.248291141295,12300.248291141295,12300.248291141295,12791.793778857798,12794.7866133278,12948.306764235022,12948.397804334993,12948.37071459496,12863.31291459495,12948.288691594906,12910.989776594914,12948.209505594976,13169.549692468718,13131.291826468718,13127.741013368766,13096.109833868686,13050.646997868724,13249.655997170075,13369.374909170148,13327.075376170103,13413.835801580164,13379.42967558012,13369.784336580138,13369.172976580156,13748.196372944454,13586.344536444403,13748.220122444383,14775.251409957884,13914.014307887992,14364.986484288003,14202.470709287967,14421.836354287923,14359.807168287982,14299.952985287877,14785.09945603588,14785.638252955743,13658.976678444364,13703.88658844441,14785.681556295778,14785.747458295838
MIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,
MITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKR,0.0131213499281841,0.0131115127149143,-0.0070848835472361,0.0129058059210365,0.0131640745935897,0.0134423903559195,0.0134215946365543,0.0,107.64775897713838,107.6528812417219,107.64775897713838,107.65301985911292,107.65304938335782,107.65324701745708,0.0133500470410297,107.65320051786316,107.6530347876191,107.66542244702435,107.66533004931622,0.0,0.0,107.63786056786222,0.0,0.065541694734037,0.0,0.0146203300232343,0.0148548244879975,0.0151632668362253,0.0151632627600406,0.0381998546867237,0.0226196600246737,0.0149482055414011,0.038294264474473,0.0382901135989186,0.0381607504889984,0.0306809021609808,0.0308863739889488,0.0307798120095128,0.0308755367304058,0.0382905448529129,0.0313618279661227,0.0312134261567962,0.0376826322072361,0.0487078574444979,0.0319031827829405,0.0319139839763238,0.031870751964476,0.0319507095547066,0.0404588031854018,0.0317724357570625,0.0316154807400437,0.0317411883861495,0.0315024848622158,0.03153478568791,0.0315616982831272,0.0315489931017793,0.0316537112946377,0.0313693346033687,0.0317182099135777,0.0333063344880031,0.0335828844879984,0.0363467544880222,0.0308305144880023,0.0336112044879826,0.0227857644879918,0.034232384488007,0.043384554488,0.0337623344880171,0.0317180690030625,0.0315863372390197,0.033169694487980905,0.0335659044879719
MLN,-34.04280002704945,-34.04280002704945,-34.04280002704945,-34.04280002704945,-34.04241922870915,-37.60013515493756,-36.685408177983845,-37.92767258837557,-39.000064212306825,-37.92303308204646,-39.000064212306825,-35.153241456899195,-37.92388547268092,-37.92400256316796,-33.96553014570691,-37.92720873578765,-37.92723053312329,-29.155564581173167,-25.878461771961156,-24.607032744219396,-23.373407014287295,-21.00255636307702,-22.17993582774579,-37.1456597864435,-19.84252192497479,-18.49855402013236,-12.771461174730575,-10.43449396840333,-8.205402656623846,-3.038393572693167,-4.701670360514981,-5.963821191122406,-1.126062958226612,-0.0310393442887289,1.16548827765655,2.809187101562202,9.959342302949151,12.30809646083435,14.404314991264982,16.42734959893278,20.92506356474769,23.47920798670384,24.624025174791313,25.600616972606076,24.72841492042062,25.680049577135833,26.594616270059305,29.21674595962668,29.994020205094785,30.0,31.86094190906988,32.70569378790333,35.15197402481135,33.52811167397613,34.31387787455242,36.1401203644873,37.12376576665065,47.95331701039686,42.24233499822367,-23.445505547051653,-22.72500018705068,-21.946340967051583,-16.796211597049478,-16.388576407049186,-22.234591297052248,-16.612942617050066,-16.425758527049766,-19.07066394704998,40.06002325935151,39.031355629665086,-14.634873537050225,-14.634873537050224
MNT,1646.7808711774996,1660.822832179998,1646.7386694798042,1646.7449542698378,1646.5590961703929,1659.1401691658612,1646.5641132617966,1646.274657364338,1661.1935232253309,1661.1109954210333,1661.1935232253309,1646.110995418239,1646.1201696143362,1646.1201696143362,1658.2607488705107,1630.1770976100015,1630.1798783717168,1630.0830079928128,1630.0830079910957,1629.442474513431,1644.985736513434,1644.9897660510103,1644.9897660510103,425.4272918701172,1644.8394059425736,1644.759980429877,1644.7083732199935,1549.7945696545648,1585.0230496803852,1581.411947873261,1582.001630591767,1582.94832728467,1581.441623778475,1581.3947433927242,1581.0156085052731,1581.0284158143186,1563.206348734224,1563.1672537006234,1563.174693888941,1561.659447816215,1561.8037320667645,1561.670681137388,1561.1883324630617,1560.6894980396755,1560.5598522353976,1574.9455875595304,1574.3559988005436,1589.5370479356934,1589.537047934995,1589.4939827761991,1507.4198377762075,1572.5096156120417,1572.2571682328123,1572.254038353727,1572.2540383517044,1572.0217258500052,1571.9377961059945,1555.3519497197267,1555.7644653615716,1504.179076069995,1504.179076069995,1504.1816808400035,1504.0985315799917,1503.9456712899992,1504.1075958,1546.032305950008,1544.0842694900057,1508.5579676600173,1569.2421732511284,1261.7773600126093,1503.6983769899962,1509.428427220002
MOG,3215042243.709198,3843744262.401275,3213498512.2733307,3246958993.788727,3187386136.7979584,3207231247.7674255,3340233114.4939117,3105458774.626404,3205657964.1046295,3173976456.6252594,3205657964.1046295,3204753150.63385,3241030295.152344,3204236216.0618896,3267512569.0544434,3203176285.7479706,3201051054.970154,3200413945.9987793,3199089507.3898926,3198360789.2902374,3200076486.687729,3196700928.8365326,3288437908.803894,3300921922.4737854,3196620392.229492,3196352959.373947,3183627128.0609894,3174286606.852844,3194574147.50148,3143075901.6427917,3192536806.521988,3241297593.1833344,3189392300.3912964,3191281140.085434,3191281172.620636,3190670477.173935,3232234728.431335,3189655405.03714,3187993416.7092896,3182953039.1579742,3205780743.47348,3176300053.084091,3164605485.1838837,3174185483.7151947,3172001810.309494,3164154381.5093384,3198253272.5790863,3158803800.851242,3170016023.4760895,3169638594.0721436,3168444314.5625305,3167119010.8974457,3154296142.066986,3150844542.968231,3147171036.6848297,3164685284.933029,3146827974.395233,3198406357.368164,3163256269.2724304,3198110663.126831,3042520205.40744,3132995076.673584,2307017432.5429688,3120403902.7721252,3216958297.3724976,3191140366.6943054,3155191455.824707,3149476686.0937195,3152646612.953476,2759761636.63472,3149902877.242035,3149902877.2420044
MOODENG,-2677.3629920647945,-2687.248316567624,-2701.799430397805,-2706.702275970252,-2742.4925470363814,-2751.213265907252,-2775.428962015547,-3117.1747784418985,-3124.082290191669,-2802.9725540883373,-3124.082290191669,-2805.8889747133944,-2815.7835379648022,-3302.4927857357543,-2286.003112896811,-1337.6184053295292,-3609.890965880361,-3612.2292737360112,-2838.3373402392026,-2844.1181743177585,-2879.075150192948,-3474.4389119653497,-2982.5952308825217,-1732.5724245669553,-3037.462866389891,-3075.2197150173597,-3093.017571626231,-3154.9159038877115,-3177.931800277671,-3236.8467119503766,-3214.7450143189635,-3872.4402731328737,-3246.4459390232805,-3250.681150536053,-3266.1707626606803,-3899.6871532744262,-3304.318346389802,-3308.8457326400094,-3310.088046343066,-3650.04896835424,-3730.104719351511,-1222.923618072644,4532.2525623166,-4867.305925112218,-6592.456387080252,-5530.685182181653,-5748.3481874517165,-6662.677933743224,-6862.037783222273,-6937.220804074779,-7006.738664275967,-7148.0,-6974.48186448589,-7267.637934075203,-7315.01375638973,-7475.436987509951,-7501.581549300812,-7664.322362320963,-7639.2620687983,-7856.232117119711,-7538.070783449803,-7994.001463540364,-8261.03340574028,-8887.15623191977,-8061.906696810387,-8070.270174190402,-8292.14390905993,-8403.00218196027,-7569.562230618671,-7538.291047195904,-8095.570115239825,-8331.738053820562
MORPHO,2257.2197045127978,2256.9105895769317,2255.807450524124,2254.638786095835,2253.6936864395393,2215.129046105023,2251.200879347918,2250.5702227717265,2249.64726302342,2250.8722750266315,2249.64726302342,2244.6177465558867,2243.5875824636314,2241.2592848335626,2119.175535889517,2234.0835560904816,2232.1876037256443,2230.2554798856145,2229.7543572098366,2229.236034120142,2228.542335249542,2227.8223369958578,2228.54554032773,90461.61234061413,2225.5042050753254,2328.6837563457666,2326.0576050800155,2323.796896056505,-539.6392557607614,-526.4059924297617,-541.6549785369425,-517.0074424766935,-527.0639445592533,-545.0087938886718,-545.1042222846881,-445.2682411961723,-448.1285166696762,-448.3429900563788,-449.20208059373545,-451.96247765945736,-460.4006909799064,-455.35273802187294,-484.71442394849146,-459.76872139796615,-441.19114906090545,-462.98698542645434,-465.121805459843,-470.6393727863906,-470.6648715161136,-471.644321354921,-472.26204086409416,-472.84625201596646,-476.8425074123079,-474.7008761779871,-475.56728204584215,-470.91210310562747,-500.0733322770102,-482.7052370734163,-481.56745336705353,-270.82751225994434,-271.02990927995415,-251.7326659799437,-247.50573400995927,-284.4358733499539,-272.7414706899435,-273.7922417099471,-270.6010352098965,-274.0386451399536,-479.49462880543433,-479.0471399341477,-259.4304573800182,-251.50177829997847
MOVE,40.91015920250357,-3.665598804065666,78.43960410322325,-3.624170570277784,-3.5318461857168586,-3.48177907277568,-66.90481488250225,-41.06996653875103,37.38914227234636,37.33758826859412,37.38914227234636,37.28543983249983,37.28543983249983,37.2854398299969,,37.23904090422002,37.29997285734498,37.27998383945669,2.9767318363301456,2.976731840004504,2.978776517738879,2.891307037578372,2.978776520001702,,2.989158600077644,2.8908126552341855,36.16566357132979,36.61589950750203,36.3839857653802,36.202655583270825,36.20265558639221,36.25802346897399,36.175708558504994,36.184924867098744,36.222437075615744,34.455044776259456,32.94498328957707,184.89045078353956,184.4350613837014,289.78250392968766,290.10908474453026,75.31093063688604,33.70698750758311,33.61571613025444,33.53457994596101,-10022.267910287948,-9989.094025930855,-10022.046728074813,-9921.988809953094,-10022.05941995498,-10022.059419959987,-10021.946767372094,-10021.80853264834,-10021.766546336934,-10021.736217965676,-10022.096790034178,-10022.383011741767,-10022.963517117489,-10022.867032742011,-9914.45443623996,-10022.518755159968,-10200.552090899975,-10115.825612549976,-10011.394479919967,-10022.588788269975,-10022.85032159998,-9914.234073089989,-10066.138382189994,-10022.698868683568,-10022.44709865912,-10023.371244449983,-10023.371244449983
MOVR,-32.05152957001519,-32.051329570014786,-32.05202957001529,-32.05102957001327,-32.05102957001327,-32.051229570013675,-34.35982957001215,-32.050329570012764,-32.05032957001458,-32.04952957001478,-32.05032957001458,-32.04952957001478,-32.04952957001478,-32.04982957001266,-32.05143657001281,-32.051229570013675,-32.052129570014586,-32.051629570012665,-32.051629570012665,-23.27702957001384,-30.20412957001281,-32.05262957001469,-40.76752957001372,-32.321670320014164,-34.25982957001361,-34.25982957001361,-32.05241957001272,-35.76084893301231,-35.76084893301231,-31.688348933013913,-24.556248933015013,-35.76084893301231,-26.33834893301355,-31.688448933015025,-31.688448933015025,-31.688448933015025,-26.036695933013107,190.423304066986,190.423304066986,184.77250406698477,184.77218110698595,184.7728811069865,186.20658110698605,184.77358110698697,184.77388110698664,184.77388110698664,184.77338110698471,185.6915768469862,178.78277684698514,178.78277684698514,178.78277684698514,184.77379684698465,184.77369684698533,184.77379684698465,184.77379684698465,184.77369684698533,184.77395684698604,184.7715568469848,184.7715568469848,184.77157684698616,184.77157684698795,203.10757684698729,184.7709768469867,191.255046846989,191.25504684698717,191.25504684698717,-25.204953153011957,-25.204549753012543,184.7715568469848,184.77245684698573,-31.688679753013275,-31.688679753011456
MTH,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920139,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023,5654.999999920023
MTL,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,42.7863966799996,52.405796679999185,42.7863966799996,-37.26180332000149,-37.26180332000149,-37.26180332000149,-37.26180332000149,-37.26180332000149,-37.26180332000149,-37.26180332000149,-0.9331337399999028,-37.26180332000149,-1.0430033199991158,-1.0430033199991158,-1.0430033199991158,-1.0430033199991158,-1.027103320000606,-1.0430033199991158,-1.0430033199991158,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,-1.027103320000606,24.572896680001577,24.572896680001577,24.572896680001577,24.572896680001577,-1.027103319996968,-1.027103319996968,-1.027103319996968,-1.027103319996968,-1.090903319996869,25.48225667999941,25.48225667999941,25.48225667999941,25.48225667999941,25.48225667999941,25.48225667999941,25.48225667999941,25.48225667999941,25.48250067999834,25.48250067999834,25.48250067999834,25.482500680001976,25.482500680001976,25.48250067999834,25.48250067999834,25.48250067999834,25.96232067999881,25.48225667999941,25.48225667999941,25.96232067999881,25.96232067999881
MTLX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,
MTV,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05,9.154e-05
MULTI,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916,-54.68049916
MYRIA,-3253888.9547754824,-3219939.4462425113,-3203235.5953484923,-3203424.429501489,-3203604.1533504874,-3237384.641155496,-3212590.6405594796,-3184897.270393491,-3191784.3952955008,-3205966.4721094817,-3191784.3952955008,-3219471.6622525007,-3218994.16930449,-3160971.399401501,-3197349.0571754873,-3260330.5764634907,-3247841.409208491,-3220715.3956354856,-3182974.4317804873,-3206373.085218489,-3176931.075853497,-3206431.9281524867,-3206373.0178854913,-6327289.574700505,-3207464.0792574883,-3248670.690827489,-3209820.714667484,-3210559.9906934947,-3210594.3906905055,-3199280.793987483,-3211307.3410384953,-3244207.382035494,-3223215.662702486,-3230687.528371498,-3243849.785871491,-3222289.851469502,-3172317.5455695093,-3211789.5455694944,-3211837.3684774935,-3193527.562757507,-3211955.289522499,-3212026.6894245,-3212804.6065505,-3212912.094051495,-3224089.3297724873,-3213539.0203864872,-3213618.222818494,-3213718.0729344934,-3213751.770771503,-3213751.770771503,-3213751.770771503,-3214338.5965095013,-3216091.1371044815,-3214465.2889874876,-2627218.264511496,-3216144.5429655015,-3217541.4064054936,-3256456.2778964937,-3240510.1626794934,-3212599.8212664872,-3212863.1493925005,-3187326.955313489,-3213159.9533504844,-3213446.834681496,-3213399.70050849,-3194652.4638154954,-3196501.972922504,-3214317.3611454964,-3218799.102330491,-3190354.045426488,-3214368.3343494833,-3214368.3343494833
MYRO,-5373.682164389174,-4751.9430213267915,-4920.30642595375,-4937.660539177712,-4937.660539177712,-4954.001909194514,-5054.593128276989,-5060.341657748446,-5062.305368937552,-5808.042814421002,-5062.305368937552,-5814.013527861331,-5814.006340356544,-5817.322368609253,-5512.1353856688365,-5821.70856857812,-4343.518750577699,-5387.43390893843,-5507.798423657194,-6462.6101980959065,-8185.408098096494,-5027.170345443301,-5686.710092943162,-783.5186789287254,-8340.802469189279,-6096.62156356452,-6966.500069046393,-6144.345497325994,-6808.562355529517,-8546.389018534683,-8220.597307483666,-9039.410702948458,-8612.666647595353,-8664.367868066765,-8763.005855251104,-9771.650009157602,-8955.884829785675,-8974.56143853208,-9013.385796654038,-8188.483552357182,-9177.487224227283,-9270.13431105856,-9325.900955943856,-9732.685593129136,-8571.167227819096,-9613.654887425711,-9699.952970946208,-9833.358188330662,-9823.601887392346,-9852.823212318122,-9884.225611617789,-10004.571462631226,-11377.93398912344,-10363.82994642295,-10526.21942623239,-11386.54306779895,-11397.102341706865,-11316.834234211594,-12136.068252646364,-11141.72754868772,-10526.601540929638,-11384.32917633932,-11515.790192699991,-10585.843662599102,-13104.448530378751,-11560.374809298664,-11910.366002989002,-12578.563149039634,-10616.354598505422,-20089.38414139301,-12613.897171689197,-12487.06945395004
